timestamp,building_id,building_name,water_consumption_litres,water_consumption_liters,occupancy,occupancy_estimate,temperature,temperature_c,hour,day_of_week,is_weekend,is_anomaly,anomaly_label,anomaly_type,event_id,anomaly_event_id,is_synthetic,expected_consumption,absolute_deviation,percentage_deviation,potential_excess_consumption,pred_static,pred_statistical,pred_ml,pred_hybrid,static_score,statistical_score,ml_score,hybrid_score,event_persistence_hours,risk_score,risk_tier,explanation,possible_causes,recommended_action,possible_interpretation,uncertainty_statement,recommendation
2026-03-05 01:00:00+00:00,B04,Hostel B,242.75,242.75,174.74,174.74,20.92,20.92,1,3,0,0,0,none,,,True,251.66,-8.91,-3.54,0.0,0,0,0,0,0.0,0.0,0.38200004514271535,0.19100002257135767,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 01:00:00+00:00,B03,Hostel A,262.52,262.52,170.53,170.53,19.97,19.97,1,3,0,0,0,none,,,True,250.17,12.35,4.94,12.35,0,0,0,0,0.14114285714285715,0.0,0.40224190278845195,0.20112095139422598,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 02:00:00+00:00,B03,Hostel A,219.43,219.43,165.31,165.31,21.72,21.72,2,3,0,0,0,none,,,True,250.66,-31.23,-12.46,0.0,0,0,0,0,0.0,0.0,0.4484237865867826,0.2242118932933913,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 02:00:00+00:00,B05,Administration,43.69,43.69,31.99,31.99,21.85,21.85,2,3,0,0,0,none,,,True,51.63,-7.94,-15.38,0.0,0,0,0,0,0.0,0.0,0.4505023115293906,0.2252511557646953,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 02:00:00+00:00,B01,Engineering Block,120.43,120.43,93.7,93.7,20.25,20.25,2,3,0,0,0,none,,,True,132.43,-12.0,-9.06,0.0,0,0,0,0,0.0,0.0,0.42304297673874736,0.21152148836937368,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 02:00:00+00:00,B06,Academic Block,122.42,122.42,122.7,122.7,19.22,19.22,2,3,0,0,0,none,,,True,136.33,-13.91,-10.2,0.0,0,0,0,0,0.0,0.0,0.47977076146418746,0.23988538073209373,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 02:00:00+00:00,B02,Library,72.65,72.65,58.6,58.6,23.14,23.14,2,3,0,0,0,none,,,True,74.5,-1.85,-2.48,0.0,0,0,0,0,0.0,0.0,0.3475329744899386,0.1737664872449693,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 02:00:00+00:00,B04,Hostel B,238.33,238.33,170.12,170.12,21.53,21.53,2,3,0,0,0,none,,,True,254.1,-15.77,-6.21,0.0,0,0,0,0,0.0,0.0,0.38453197228408026,0.19226598614204013,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 03:00:00+00:00,B06,Academic Block,136.9,136.9,132.25,132.25,22.28,22.28,3,3,0,0,0,none,,,True,141.22,-4.32,-3.06,0.0,0,0,0,0,0.0,0.0,0.2636826374828438,0.1318413187414219,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 03:00:00+00:00,B04,Hostel B,233.19,233.19,169.83,169.83,22.56,22.56,3,3,0,0,0,none,,,True,260.3,-27.11,-10.41,0.0,0,0,0,0,0.0,0.0,0.4861003986721827,0.24305019933609134,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 03:00:00+00:00,B01,Engineering Block,136.81,136.81,110.19,110.19,19.14,19.14,3,3,0,0,0,none,,,True,142.26,-5.45,-3.83,0.0,0,0,0,0,0.0,0.0,0.36298693637427004,0.18149346818713502,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 03:00:00+00:00,B02,Library,66.56,66.56,60.7,60.7,23.25,23.25,3,3,0,0,0,none,,,True,78.35,-11.79,-15.05,0.0,0,0,0,0,0.0,0.0,0.47051089536266816,0.23525544768133408,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 03:00:00+00:00,B05,Administration,77.36,77.36,30.26,30.26,21.94,21.94,3,3,0,1,1,spike,B05-E020,B05-E020,True,51.51,25.85,50.18,25.85,1,0,1,1,1.4337142857142857,0.0,0.6200773417878885,0.31003867089394427,2,0.3419,LOW,Consumption was abruptly elevated (+50.2% above expected) for 2 hour(s). Observed: 77 L vs Expected: 52 L in Administration.,"Fixture issue, one-time maintenance flushing, lab discharge, irrigation valve burst, or meter surge.","Verify meter reading stability, inspect restrooms and immediate utility lines for active leaks or open taps.","Fixture issue, one-time maintenance flushing, lab discharge, irrigation valve burst, or meter surge.",Potential abnormal usage identified from aggregate meter data. This is NOT a confirmed physical leak and requires human on-site verification before any maintenance action.,"Recommended Operational Action: Decision Support & Human Verification Protocol
- Evidence [Decision Support & Human Verification Protocol] (water_ops_guidance.md): AquaGuard AI alerts are operational decision-support indicators derived from statistical and machine learning evaluation of aggregate consumption telemetry. Anomaly detection does NOT constitute physical confirmation of a pipe rupture or leak. Human facility staff must physically inspect the target site, cross-reference work logs, and confirm physical symptoms prior to taking invasive corrective actions. Autonomous water shutoff is strictly prohibited.
- Evidence [Sustainable Campus Water Management (SDG 6)] (water_ops_guidance.md): Aligning campus infrastructure with UN Sustainable Development Goal 6 (Clean Water and Sanitation) involves continuous water auditing, sub-metering high-draw facilities (laboratories, kitchens, athletic centers), installing low-flow aerators, harvesting rainwater for landscape irrigation, and fostering student water conservation awareness."
2026-03-05 03:00:00+00:00,B03,Hostel A,237.09,237.09,157.67,157.67,21.31,21.31,3,3,0,0,0,none,,,True,245.38,-8.29,-3.38,0.0,0,0,0,0,0.0,0.0,0.3030433637468791,0.15152168187343956,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 04:00:00+00:00,B03,Hostel A,247.97,247.97,151.76,151.76,23.06,23.06,4,3,0,0,0,none,,,True,247.48,0.49,0.2,0.49,0,0,0,0,0.005714285714285714,0.0,0.2651017683266505,0.13255088416332525,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 04:00:00+00:00,B04,Hostel B,216.46,216.46,170.13,170.13,19.68,19.68,4,3,0,0,0,none,,,True,251.25,-34.79,-13.85,0.0,0,0,0,0,0.0,0.0,0.5708875110961366,0.2854437555480683,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 04:00:00+00:00,B06,Academic Block,125.5,125.5,140.18,140.18,22.68,22.68,4,3,0,0,0,none,,,True,141.68,-16.18,-11.42,0.0,0,0,0,0,0.0,0.0,0.3746987218688415,0.18734936093442076,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 04:00:00+00:00,B01,Engineering Block,137.91,137.91,111.2,111.2,21.48,21.48,4,3,0,0,0,none,,,True,143.81,-5.9,-4.1,0.0,0,0,0,0,0.0,0.0,0.339758081103845,0.1698790405519225,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 04:00:00+00:00,B02,Library,71.51,71.51,70.11,70.11,23.78,23.78,4,3,0,0,0,none,,,True,80.76,-9.25,-11.45,0.0,0,0,0,0,0.0,0.0,0.4216746235267176,0.2108373117633588,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 04:00:00+00:00,B05,Administration,76.37,76.37,33.54,33.54,21.32,21.32,4,3,0,1,1,spike,B05-E020,B05-E020,True,54.13,22.24,41.09,22.24,1,0,1,1,1.1740000000000002,0.0,0.6275787784583384,0.3137893892291692,2,0.3063,LOW,Consumption was abruptly elevated (+41.1% above expected) for 2 hour(s). Observed: 76 L vs Expected: 54 L in Administration.,"Fixture issue, one-time maintenance flushing, lab discharge, irrigation valve burst, or meter surge.","Verify meter reading stability, inspect restrooms and immediate utility lines for active leaks or open taps.","Fixture issue, one-time maintenance flushing, lab discharge, irrigation valve burst, or meter surge.",Potential abnormal usage identified from aggregate meter data. This is NOT a confirmed physical leak and requires human on-site verification before any maintenance action.,"Recommended Operational Action: Decision Support & Human Verification Protocol
- Evidence [Decision Support & Human Verification Protocol] (water_ops_guidance.md): AquaGuard AI alerts are operational decision-support indicators derived from statistical and machine learning evaluation of aggregate consumption telemetry. Anomaly detection does NOT constitute physical confirmation of a pipe rupture or leak. Human facility staff must physically inspect the target site, cross-reference work logs, and confirm physical symptoms prior to taking invasive corrective actions. Autonomous water shutoff is strictly prohibited.
- Evidence [Sustainable Campus Water Management (SDG 6)] (water_ops_guidance.md): Aligning campus infrastructure with UN Sustainable Development Goal 6 (Clean Water and Sanitation) involves continuous water auditing, sub-metering high-draw facilities (laboratories, kitchens, athletic centers), installing low-flow aerators, harvesting rainwater for landscape irrigation, and fostering student water conservation awareness."
2026-03-05 05:00:00+00:00,B02,Library,87.52,87.52,65.93,65.93,23.38,23.38,5,3,0,0,0,none,,,True,80.61,6.91,8.57,6.91,0,0,0,0,0.24485714285714286,0.0,0.4496983797851945,0.22484918989259725,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 05:00:00+00:00,B06,Academic Block,128.05,128.05,119.36,119.36,24.52,24.52,5,3,0,0,0,none,,,True,137.42,-9.37,-6.82,0.0,0,0,0,0,0.0,0.0,0.2915222329166402,0.1457611164583201,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 05:00:00+00:00,B05,Administration,48.41,48.41,35.26,35.26,23.14,23.14,5,3,0,0,0,none,,,True,55.15,-6.74,-12.22,0.0,0,0,0,0,0.0,0.0,0.427770914620262,0.213885457310131,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 05:00:00+00:00,B04,Hostel B,234.71,234.71,171.47,171.47,22.18,22.18,5,3,0,0,0,none,,,True,254.92,-20.21,-7.93,0.0,0,0,0,0,0.0,0.0,0.4695624442441119,0.23478122212205596,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 05:00:00+00:00,B03,Hostel A,229.76,229.76,163.82,163.82,22.22,22.22,5,3,0,0,0,none,,,True,252.02,-22.26,-8.83,0.0,0,0,0,0,0.0,0.0,0.4264212247425596,0.2132106123712798,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 05:00:00+00:00,B01,Engineering Block,128.29,128.29,104.04,104.04,21.91,21.91,5,3,0,0,0,none,,,True,138.68,-10.39,-7.49,0.0,0,0,0,0,0.0,0.0,0.4119794155195432,0.2059897077597716,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 06:00:00+00:00,B06,Academic Block,337.63,337.63,268.01,268.01,23.72,23.72,6,3,0,0,0,none,,,True,342.13,-4.5,-1.32,0.0,0,0,0,0,0.0,0.0,0.13732370055305854,0.06866185027652927,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 06:00:00+00:00,B02,Library,156.05,156.05,59.26,59.26,24.13,24.13,6,3,0,0,0,none,,,True,166.71,-10.66,-6.39,0.0,0,0,0,0,0.0,0.0,0.30524523923539204,0.15262261961769602,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 06:00:00+00:00,B05,Administration,115.45,115.45,37.05,37.05,22.86,22.86,6,3,0,0,0,none,,,True,129.9,-14.45,-11.12,0.0,0,0,0,0,0.0,0.0,0.3109586114808043,0.15547930574040214,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 06:00:00+00:00,B04,Hostel B,600.37,600.37,551.67,551.67,22.3,22.3,6,3,0,0,0,none,,,True,622.16,-21.79,-3.5,0.0,0,0,0,0,0.0,0.0,0.4186829195455201,0.20934145977276006,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 06:00:00+00:00,B03,Hostel A,586.46,586.46,519.4,519.4,24.45,24.45,6,3,0,0,0,none,,,True,590.99,-4.53,-0.77,0.0,0,0,0,0,0.0,0.0,0.21763686183366215,0.10881843091683108,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 06:00:00+00:00,B01,Engineering Block,347.45,347.45,240.67,240.67,24.32,24.32,6,3,0,0,0,none,,,True,345.32,2.13,0.62,2.13,0,0,0,0,0.017714285714285714,0.0,0.1270743219342011,0.06353716096710055,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 07:00:00+00:00,B01,Engineering Block,323.67,323.67,229.07,229.07,23.38,23.38,7,3,0,0,0,none,,,True,345.22,-21.55,-6.24,0.0,0,0,0,0,0.0,0.0,0.22059029673882474,0.11029514836941237,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 07:00:00+00:00,B05,Administration,158.67,158.67,107.93,107.93,22.77,22.77,7,3,0,0,0,none,,,True,174.2,-15.53,-8.92,0.0,0,0,0,0,0.0,0.0,0.28432960542039504,0.14216480271019752,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 07:00:00+00:00,B06,Academic Block,328.59,328.59,235.61,235.61,22.93,22.93,7,3,0,0,0,none,,,True,331.76,-3.17,-0.96,0.0,0,0,0,0,0.0,0.0,0.098929080912889,0.0494645404564445,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 07:00:00+00:00,B02,Library,151.34,151.34,56.74,56.74,22.47,22.47,7,3,0,0,0,none,,,True,162.07,-10.73,-6.62,0.0,0,0,0,0,0.0,0.0,0.35088105331154024,0.17544052665577012,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 07:00:00+00:00,B03,Hostel A,576.16,576.16,519.94,519.94,22.36,22.36,7,3,0,0,0,none,,,True,588.85,-12.69,-2.16,0.0,0,0,0,0,0.0,0.0,0.2567469267955122,0.1283734633977561,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 07:00:00+00:00,B04,Hostel B,612.61,612.61,541.93,541.93,20.62,20.62,7,3,0,0,0,none,,,True,623.93,-11.32,-1.81,0.0,0,0,0,0,0.0,0.0,0.32460271312128824,0.16230135656064412,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 08:00:00+00:00,B03,Hostel A,587.45,587.45,521.05,521.05,22.18,22.18,8,3,0,0,0,none,,,True,594.22,-6.77,-1.14,0.0,0,0,0,0,0.0,0.0,0.21176379625765743,0.10588189812882871,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 08:00:00+00:00,B01,Engineering Block,530.6,530.6,530.67,530.67,21.55,21.55,8,3,0,0,0,none,,,True,537.21,-6.61,-1.23,0.0,0,0,0,0,0.0,0.0,0.23315081512765268,0.11657540756382634,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 08:00:00+00:00,B02,Library,275.73,275.73,239.66,239.66,22.6,22.6,8,3,0,0,0,none,,,True,282.2,-6.47,-2.29,0.0,0,0,0,0,0.0,0.0,0.13313700507003462,0.06656850253501731,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 08:00:00+00:00,B05,Administration,171.22,171.22,109.23,109.23,22.75,22.75,8,3,0,0,0,none,,,True,176.49,-5.27,-2.99,0.0,0,0,0,0,0.0,0.0,0.16174625932604206,0.08087312966302103,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 08:00:00+00:00,B06,Academic Block,512.09,512.09,560.13,560.13,22.41,22.41,8,3,0,0,0,none,,,True,545.84,-33.75,-6.18,0.0,0,0,0,0,0.0,0.0,0.41950060614177054,0.20975030307088527,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 08:00:00+00:00,B04,Hostel B,607.57,607.57,549.4,549.4,23.26,23.26,8,3,0,0,0,none,,,True,622.25,-14.68,-2.36,0.0,0,0,0,0,0.0,0.0,0.28988049369931723,0.14494024684965862,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 09:00:00+00:00,B03,Hostel A,442.48,442.48,295.24,295.24,22.15,22.15,9,3,0,0,0,none,,,True,447.42,-4.94,-1.1,0.0,0,0,0,0,0.0,0.0,0.08867321267811255,0.04433660633905628,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 09:00:00+00:00,B01,Engineering Block,525.17,525.17,523.0,523.0,22.31,22.31,9,3,0,0,0,none,,,True,536.0,-10.83,-2.02,0.0,0,0,0,0,0.0,0.0,0.19679704439772505,0.09839852219886253,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
2026-03-05 09:00:00+00:00,B02,Library,271.49,271.49,246.2,246.2,21.26,21.26,9,3,0,0,0,none,,,True,282.73,-11.24,-3.98,0.0,0,0,0,0,0.0,0.0,0.21375224897228823,0.10687612448614411,0,0.0,LOW,Normal consumption pattern consistent with expected baseline.,Standard baseline facility operations.,No intervention required. Continue routine monitoring.,Standard baseline facility operations.,Normal operational range.,No recommendation needed. System operating within baseline parameters.
