timestamp,building_id,building_name,water_consumption_litres,water_consumption_liters,occupancy,occupancy_estimate,temperature,temperature_c,hour,day_of_week,is_weekend,is_anomaly,anomaly_label,anomaly_type,event_id,anomaly_event_id,is_synthetic
2026-01-04 22:00:00+00:00,B01,Engineering Block,211.25,211.25,51.91,51.91,24.17,24.17,22,6,1,0,0,none,,,True
2026-01-04 23:00:00+00:00,B01,Engineering Block,214.7,214.7,39.6,39.6,24.72,24.72,23,6,1,0,0,none,,,True
2026-01-05 00:00:00+00:00,B01,Engineering Block,130.81,130.81,107.43,107.43,25.14,25.14,0,0,0,0,0,none,,,True
2026-01-05 01:00:00+00:00,B01,Engineering Block,116.77,116.77,111.34,111.34,27.5,27.5,1,0,0,0,0,none,,,True
2026-01-05 02:00:00+00:00,B01,Engineering Block,139.3,139.3,107.92,107.92,26.94,26.94,2,0,0,0,0,none,,,True
2026-01-05 03:00:00+00:00,B01,Engineering Block,136.48,136.48,106.73,106.73,25.64,25.64,3,0,0,0,0,none,,,True
2026-01-05 04:00:00+00:00,B01,Engineering Block,154.59,154.59,125.2,125.2,26.35,26.35,4,0,0,0,0,none,,,True
2026-01-05 05:00:00+00:00,B01,Engineering Block,128.8,128.8,107.11,107.11,28.14,28.14,5,0,0,0,0,none,,,True
2026-01-05 06:00:00+00:00,B01,Engineering Block,346.89,346.89,222.06,222.06,29.62,29.62,6,0,0,0,0,none,,,True
2026-01-05 07:00:00+00:00,B01,Engineering Block,357.04,357.04,240.24,240.24,29.4,29.4,7,0,0,0,0,none,,,True
2026-01-05 08:00:00+00:00,B01,Engineering Block,553.76,553.76,540.35,540.35,28.38,28.38,8,0,0,0,0,none,,,True
2026-01-05 09:00:00+00:00,B01,Engineering Block,526.85,526.85,522.39,522.39,27.54,27.54,9,0,0,0,0,none,,,True
2026-01-05 10:00:00+00:00,B01,Engineering Block,544.19,544.19,533.71,533.71,25.69,25.69,10,0,0,0,0,none,,,True
2026-01-05 11:00:00+00:00,B01,Engineering Block,540.1,540.1,523.32,523.32,27.33,27.33,11,0,0,0,0,none,,,True
2026-01-05 12:00:00+00:00,B01,Engineering Block,528.53,528.53,541.02,541.02,26.12,26.12,12,0,0,0,0,none,,,True
2026-01-05 13:00:00+00:00,B01,Engineering Block,489.92,489.92,474.41,474.41,23.45,23.45,13,0,0,0,0,none,,,True
2026-01-05 14:00:00+00:00,B01,Engineering Block,499.3,499.3,488.3,488.3,24.55,24.55,14,0,0,0,0,none,,,True
2026-01-05 15:00:00+00:00,B01,Engineering Block,478.01,478.01,466.08,466.08,23.34,23.34,15,0,0,0,0,none,,,True
2026-01-05 16:00:00+00:00,B01,Engineering Block,500.99,500.99,469.09,469.09,23.15,23.15,16,0,0,0,0,none,,,True
2026-01-05 17:00:00+00:00,B01,Engineering Block,495.45,495.45,480.36,480.36,20.26,20.26,17,0,0,0,0,none,,,True
2026-01-05 18:00:00+00:00,B01,Engineering Block,346.39,346.39,225.63,225.63,22.88,22.88,18,0,0,0,0,none,,,True
2026-01-05 19:00:00+00:00,B01,Engineering Block,323.35,323.35,206.84,206.84,21.99,21.99,19,0,0,0,0,none,,,True
2026-01-05 20:00:00+00:00,B01,Engineering Block,328.38,328.38,211.08,211.08,24.37,24.37,20,0,0,0,0,none,,,True
2026-01-05 21:00:00+00:00,B01,Engineering Block,343.47,343.47,232.45,232.45,22.81,22.81,21,0,0,0,0,none,,,True
2026-01-05 22:00:00+00:00,B01,Engineering Block,277.12,277.12,134.4,134.4,24.25,24.25,22,0,0,0,0,none,,,True
2026-01-05 23:00:00+00:00,B01,Engineering Block,268.47,268.47,127.38,127.38,23.89,23.89,23,0,0,0,0,none,,,True
2026-01-06 00:00:00+00:00,B01,Engineering Block,144.29,144.29,108.66,108.66,25.92,25.92,0,1,0,0,0,none,,,True
2026-01-06 01:00:00+00:00,B01,Engineering Block,143.94,143.94,100.68,100.68,26.2,26.2,1,1,0,0,0,none,,,True
2026-01-06 02:00:00+00:00,B01,Engineering Block,134.3,134.3,103.46,103.46,26.24,26.24,2,1,0,0,0,none,,,True
2026-01-06 03:00:00+00:00,B01,Engineering Block,156.17,156.17,117.43,117.43,27.71,27.71,3,1,0,0,0,none,,,True
2026-01-06 04:00:00+00:00,B01,Engineering Block,151.64,151.64,117.54,117.54,29.03,29.03,4,1,0,0,0,none,,,True
2026-01-06 05:00:00+00:00,B01,Engineering Block,135.71,135.71,130.48,130.48,28.29,28.29,5,1,0,0,0,none,,,True
2026-01-06 06:00:00+00:00,B01,Engineering Block,351.08,351.08,239.12,239.12,28.15,28.15,6,1,0,0,0,none,,,True
2026-01-06 07:00:00+00:00,B01,Engineering Block,334.93,334.93,236.52,236.52,26.92,26.92,7,1,0,0,0,none,,,True
2026-01-06 08:00:00+00:00,B01,Engineering Block,529.44,529.44,510.91,510.91,27.44,27.44,8,1,0,0,0,none,,,True
2026-01-06 09:00:00+00:00,B01,Engineering Block,526.02,526.02,529.61,529.61,28.05,28.05,9,1,0,0,0,none,,,True
2026-01-06 10:00:00+00:00,B01,Engineering Block,516.78,516.78,504.67,504.67,27.22,27.22,10,1,0,0,0,none,,,True
2026-01-06 11:00:00+00:00,B01,Engineering Block,538.0,538.0,529.04,529.04,27.15,27.15,11,1,0,0,0,none,,,True
2026-01-06 12:00:00+00:00,B01,Engineering Block,541.02,541.02,531.69,531.69,25.91,25.91,12,1,0,0,0,none,,,True
2026-01-06 13:00:00+00:00,B01,Engineering Block,495.03,495.03,468.8,468.8,24.74,24.74,13,1,0,0,0,none,,,True
2026-01-06 14:00:00+00:00,B01,Engineering Block,505.0,505.0,482.22,482.22,23.82,23.82,14,1,0,0,0,none,,,True
2026-01-06 15:00:00+00:00,B01,Engineering Block,500.96,500.96,472.66,472.66,23.48,23.48,15,1,0,0,0,none,,,True
2026-01-06 16:00:00+00:00,B01,Engineering Block,467.32,467.32,457.46,457.46,21.84,21.84,16,1,0,0,0,none,,,True
2026-01-06 17:00:00+00:00,B01,Engineering Block,486.05,486.05,454.46,454.46,22.17,22.17,17,1,0,0,0,none,,,True
2026-01-06 18:00:00+00:00,B01,Engineering Block,339.74,339.74,222.49,222.49,22.96,22.96,18,1,0,0,0,none,,,True
2026-01-06 19:00:00+00:00,B01,Engineering Block,351.07,351.07,236.68,236.68,22.8,22.8,19,1,0,0,0,none,,,True
2026-01-06 20:00:00+00:00,B01,Engineering Block,325.65,325.65,225.81,225.81,22.35,22.35,20,1,0,0,0,none,,,True
2026-01-06 21:00:00+00:00,B01,Engineering Block,319.57,319.57,211.97,211.97,22.78,22.78,21,1,0,0,0,none,,,True
2026-01-06 22:00:00+00:00,B01,Engineering Block,264.26,264.26,132.07,132.07,26.03,26.03,22,1,0,0,0,none,,,True
2026-01-06 23:00:00+00:00,B01,Engineering Block,274.97,274.97,128.46,128.46,24.0,24.0,23,1,0,0,0,none,,,True
2026-01-07 00:00:00+00:00,B01,Engineering Block,140.3,140.3,108.85,108.85,24.0,24.0,0,2,0,0,0,none,,,True
2026-01-07 01:00:00+00:00,B01,Engineering Block,123.36,123.36,104.68,104.68,26.08,26.08,1,2,0,0,0,none,,,True
2026-01-07 02:00:00+00:00,B01,Engineering Block,134.06,134.06,104.24,104.24,27.78,27.78,2,2,0,0,0,none,,,True
2026-01-07 03:00:00+00:00,B01,Engineering Block,154.29,154.29,112.89,112.89,28.35,28.35,3,2,0,0,0,none,,,True
2026-01-07 04:00:00+00:00,B01,Engineering Block,145.74,145.74,106.98,106.98,27.0,27.0,4,2,0,0,0,none,,,True
2026-01-07 05:00:00+00:00,B01,Engineering Block,144.88,144.88,107.08,107.08,29.9,29.9,5,2,0,0,0,none,,,True
2026-01-07 06:00:00+00:00,B01,Engineering Block,359.71,359.71,223.85,223.85,29.25,29.25,6,2,0,0,0,none,,,True
2026-01-07 07:00:00+00:00,B01,Engineering Block,355.56,355.56,243.28,243.28,28.88,28.88,7,2,0,0,0,none,,,True
2026-01-07 08:00:00+00:00,B01,Engineering Block,544.22,544.22,534.47,534.47,27.68,27.68,8,2,0,0,0,none,,,True
2026-01-07 09:00:00+00:00,B01,Engineering Block,528.67,528.67,524.77,524.77,28.37,28.37,9,2,0,0,0,none,,,True
2026-01-07 10:00:00+00:00,B01,Engineering Block,511.78,511.78,511.01,511.01,25.38,25.38,10,2,0,0,0,none,,,True
2026-01-07 11:00:00+00:00,B01,Engineering Block,547.66,547.66,520.96,520.96,26.44,26.44,11,2,0,0,0,none,,,True
2026-01-07 12:00:00+00:00,B01,Engineering Block,539.72,539.72,534.73,534.73,25.01,25.01,12,2,0,0,0,none,,,True
2026-01-07 13:00:00+00:00,B01,Engineering Block,496.95,496.95,471.42,471.42,24.92,24.92,13,2,0,0,0,none,,,True
2026-01-07 14:00:00+00:00,B01,Engineering Block,509.35,509.35,480.45,480.45,24.16,24.16,14,2,0,0,0,none,,,True
2026-01-07 15:00:00+00:00,B01,Engineering Block,512.6,512.6,464.95,464.95,23.89,23.89,15,2,0,0,0,none,,,True
2026-01-07 16:00:00+00:00,B01,Engineering Block,499.59,499.59,476.96,476.96,24.85,24.85,16,2,0,0,0,none,,,True
2026-01-07 17:00:00+00:00,B01,Engineering Block,496.08,496.08,480.11,480.11,23.08,23.08,17,2,0,0,0,none,,,True
2026-01-07 18:00:00+00:00,B01,Engineering Block,320.38,320.38,218.14,218.14,23.47,23.47,18,2,0,0,0,none,,,True
2026-01-07 19:00:00+00:00,B01,Engineering Block,340.99,340.99,230.86,230.86,24.24,24.24,19,2,0,0,0,none,,,True
2026-01-07 20:00:00+00:00,B01,Engineering Block,328.89,328.89,222.48,222.48,23.92,23.92,20,2,0,0,0,none,,,True
2026-01-07 21:00:00+00:00,B01,Engineering Block,332.41,332.41,233.23,233.23,22.13,22.13,21,2,0,0,0,none,,,True
2026-01-07 22:00:00+00:00,B01,Engineering Block,267.71,267.71,107.48,107.48,23.09,23.09,22,2,0,0,0,none,,,True
2026-01-07 23:00:00+00:00,B01,Engineering Block,261.14,261.14,132.88,132.88,24.61,24.61,23,2,0,0,0,none,,,True
2026-01-08 00:00:00+00:00,B01,Engineering Block,140.35,140.35,83.91,83.91,25.57,25.57,0,3,0,0,0,none,,,True
2026-01-08 01:00:00+00:00,B01,Engineering Block,143.59,143.59,113.83,113.83,26.34,26.34,1,3,0,0,0,none,,,True
2026-01-08 02:00:00+00:00,B01,Engineering Block,130.68,130.68,96.26,96.26,27.34,27.34,2,3,0,0,0,none,,,True
2026-01-08 03:00:00+00:00,B01,Engineering Block,144.42,144.42,109.24,109.24,29.06,29.06,3,3,0,0,0,none,,,True
2026-01-08 04:00:00+00:00,B01,Engineering Block,151.93,151.93,115.88,115.88,28.07,28.07,4,3,0,0,0,none,,,True
2026-01-08 05:00:00+00:00,B01,Engineering Block,141.4,141.4,124.33,124.33,28.1,28.1,5,3,0,0,0,none,,,True
2026-01-08 06:00:00+00:00,B01,Engineering Block,362.71,362.71,236.75,236.75,28.99,28.99,6,3,0,0,0,none,,,True
2026-01-08 07:00:00+00:00,B01,Engineering Block,343.88,343.88,221.11,221.11,30.55,30.55,7,3,0,0,0,none,,,True
2026-01-08 08:00:00+00:00,B01,Engineering Block,538.13,538.13,527.27,527.27,30.37,30.37,8,3,0,0,0,none,,,True
2026-01-08 09:00:00+00:00,B01,Engineering Block,534.14,534.14,516.72,516.72,27.89,27.89,9,3,0,0,0,none,,,True
2026-01-08 10:00:00+00:00,B01,Engineering Block,522.5,522.5,511.22,511.22,28.36,28.36,10,3,0,0,0,none,,,True
2026-01-08 11:00:00+00:00,B01,Engineering Block,529.05,529.05,535.1,535.1,24.62,24.62,11,3,0,0,0,none,,,True
2026-01-08 12:00:00+00:00,B01,Engineering Block,523.6,523.6,510.16,510.16,25.42,25.42,12,3,0,0,0,none,,,True
2026-01-08 13:00:00+00:00,B01,Engineering Block,495.71,495.71,473.42,473.42,25.23,25.23,13,3,0,0,0,none,,,True
2026-01-08 14:00:00+00:00,B01,Engineering Block,503.05,503.05,476.79,476.79,23.76,23.76,14,3,0,0,0,none,,,True
2026-01-08 15:00:00+00:00,B01,Engineering Block,505.74,505.74,480.83,480.83,24.55,24.55,15,3,0,0,0,none,,,True
2026-01-08 16:00:00+00:00,B01,Engineering Block,499.98,499.98,477.61,477.61,25.73,25.73,16,3,0,0,0,none,,,True
2026-01-08 17:00:00+00:00,B01,Engineering Block,482.48,482.48,472.3,472.3,22.66,22.66,17,3,0,0,0,none,,,True
2026-01-08 18:00:00+00:00,B01,Engineering Block,322.87,322.87,214.05,214.05,22.43,22.43,18,3,0,0,0,none,,,True
2026-01-08 19:00:00+00:00,B01,Engineering Block,327.54,327.54,227.94,227.94,23.48,23.48,19,3,0,0,0,none,,,True
2026-01-08 20:00:00+00:00,B01,Engineering Block,338.03,338.03,232.92,232.92,24.48,24.48,20,3,0,0,0,none,,,True
2026-01-08 21:00:00+00:00,B01,Engineering Block,332.81,332.81,219.25,219.25,24.78,24.78,21,3,0,0,0,none,,,True
2026-01-08 22:00:00+00:00,B01,Engineering Block,263.95,263.95,112.26,112.26,24.79,24.79,22,3,0,0,0,none,,,True
2026-01-08 23:00:00+00:00,B01,Engineering Block,253.43,253.43,117.08,117.08,25.79,25.79,23,3,0,0,0,none,,,True
2026-01-09 00:00:00+00:00,B01,Engineering Block,144.61,144.61,121.76,121.76,27.63,27.63,0,4,0,0,0,none,,,True
2026-01-09 01:00:00+00:00,B01,Engineering Block,125.74,125.74,113.2,113.2,24.76,24.76,1,4,0,0,0,none,,,True
2026-01-09 02:00:00+00:00,B01,Engineering Block,142.55,142.55,107.41,107.41,26.83,26.83,2,4,0,0,0,none,,,True
2026-01-09 03:00:00+00:00,B01,Engineering Block,142.64,142.64,127.58,127.58,27.36,27.36,3,4,0,0,0,none,,,True
2026-01-09 04:00:00+00:00,B01,Engineering Block,134.99,134.99,112.07,112.07,30.64,30.64,4,4,0,0,0,none,,,True
2026-01-09 05:00:00+00:00,B01,Engineering Block,132.14,132.14,112.19,112.19,31.16,31.16,5,4,0,0,0,none,,,True
2026-01-09 06:00:00+00:00,B01,Engineering Block,330.49,330.49,213.73,213.73,29.03,29.03,6,4,0,0,0,none,,,True
2026-01-09 07:00:00+00:00,B01,Engineering Block,332.21,332.21,232.15,232.15,29.6,29.6,7,4,0,0,0,none,,,True
2026-01-09 08:00:00+00:00,B01,Engineering Block,550.96,550.96,529.54,529.54,28.49,28.49,8,4,0,0,0,none,,,True
2026-01-09 09:00:00+00:00,B01,Engineering Block,536.87,536.87,519.48,519.48,27.97,27.97,9,4,0,0,0,none,,,True
2026-01-09 10:00:00+00:00,B01,Engineering Block,525.64,525.64,531.71,531.71,28.44,28.44,10,4,0,0,0,none,,,True
2026-01-09 11:00:00+00:00,B01,Engineering Block,537.69,537.69,529.73,529.73,26.25,26.25,11,4,0,0,0,none,,,True
2026-01-09 12:00:00+00:00,B01,Engineering Block,518.38,518.38,512.47,512.47,26.96,26.96,12,4,0,0,0,none,,,True
